tweet_id	misogyny	category
449	misogyny	derailing
450	misogyny	discredit
451	misogyny	discredit
452	none	none
453	misogyny	discredit
454	none	none
455	none	none
456	misogyny	discredit
457	none	none
458	misogyny	dominance
459	misogyny	discredit
460	misogyny	stereotyping & objectification
461	misogyny	discredit
462	misogyny	dominance
463	none	none
464	misogyny	discredit
465	misogyny	stereotyping & objectification
466	none	none
467	misogyny	discredit
468	none	none
469	misogyny	stereotyping & objectification
470	none	none
471	misogyny	discredit
472	misogyny	discredit
473	none	none
474	none	none
475	misogyny	discredit
476	none	none
477	none	none
478	misogyny	discredit
479	misogyny	damning
480	none	none
481	misogyny	discredit
482	misogyny	none
483	misogyny	stereotyping & objectification
484	misogyny	stereotyping & objectification
485	misogyny	threat of violence
486	misogyny	damning
487	misogyny	discredit
488	misogyny	discredit
489	misogyny	discredit
490	misogyny	stereotyping & objectification
491	none	none
492	none	none
493	misogyny	discredit
494	none	none
495	none	none
496	none	none
497	misogyny	discredit
498	misogyny	stereotyping & objectification
499	misogyny	discredit
500	none	none
501	none	none
502	none	none
503	misogyny	stereotyping & objectification
504	none	none
505	none	none
506	none	none
507	misogyny	stereotyping & objectification
508	misogyny	discredit
509	misogyny	discredit
510	misogyny	discredit
511	misogyny	discredit
512	misogyny	discredit
513	misogyny	discredit
514	misogyny	discredit
515	none	none
516	none	none
517	none	none
518	misogyny	discredit
519	misogyny	discredit
520	misogyny	derailing
521	none	none
522	none	none
523	misogyny	discredit
524	misogyny	stereotyping & objectification
525	none	none
526	none	none
527	none	none
528	misogyny	threat of violence
529	misogyny	stereotyping & objectification
530	none	none
531	none	none
532	misogyny	discredit
533	misogyny	stereotyping & objectification
534	misogyny	discredit
535	misogyny	threat of violence
536	misogyny	discredit
537	none	none
538	misogyny	damning
539	misogyny	discredit
540	none	none
541	misogyny	derailing
542	none	none
543	none	none
544	none	none
545	misogyny	damning
546	none	none
547	none	none
548	misogyny	stereotyping & objectification
549	misogyny	discredit
550	none	none
551	misogyny	discredit
552	none	none
553	misogyny	stereotyping & objectification
554	misogyny	discredit
555	misogyny	discredit
556	misogyny	threat of violence
557	misogyny	damning
558	none	none
559	misogyny	discredit
560	misogyny	damning
561	misogyny	discredit
562	misogyny	discredit
563	misogyny	discredit
564	misogyny	discredit
565	misogyny	stereotyping & objectification
566	misogyny	discredit
567	misogyny	damning
568	misogyny	dominance
569	misogyny	discredit
570	misogyny	stereotyping & objectification
571	none	none
572	misogyny	discredit
573	misogyny	discredit
574	none	none
575	none	none
576	none	none
577	none	none
578	misogyny	discredit
579	none	none
580	none	none
581	misogyny	damning
582	misogyny	discredit
583	misogyny	discredit
584	misogyny	damning
585	misogyny	discredit
586	misogyny	discredit
587	misogyny	discredit
588	none	none
589	none	none
590	misogyny	none
591	none	none
592	none	none
593	misogyny	dominance
594	none	none
595	misogyny	discredit
596	misogyny	stereotyping & objectification
597	misogyny	stereotyping & objectification
598	misogyny	discredit
599	none	none
600	misogyny	discredit
601	none	none
602	misogyny	discredit
603	none	none
604	misogyny	discredit
605	misogyny	discredit
606	none	none
607	none	none
608	misogyny	damning
609	misogyny	discredit
610	misogyny	discredit
611	misogyny	discredit
612	misogyny	discredit
613	misogyny	discredit
614	none	none
615	misogyny	dominance
616	misogyny	discredit
617	none	none
618	none	none
619	none	none
620	none	none
621	none	none
622	misogyny	derailing
623	misogyny	discredit
624	none	none
625	misogyny	discredit
626	misogyny	damning
627	misogyny	discredit
628	misogyny	discredit
629	misogyny	discredit
630	misogyny	discredit
631	none	none
632	misogyny	discredit
633	none	none
634	none	none
635	misogyny	damning
636	none	none
637	misogyny	damning
638	misogyny	discredit
639	misogyny	discredit
640	misogyny	discredit
641	misogyny	discredit
642	misogyny	discredit
643	misogyny	discredit
644	none	none
645	none	none
646	none	none
647	misogyny	discredit
648	misogyny	stereotyping & objectification
649	misogyny	stereotyping & objectification
650	none	none
651	misogyny	stereotyping & objectification
652	misogyny	discredit
653	none	none
654	none	none
655	none	none
656	none	none
657	misogyny	discredit
658	none	none
659	misogyny	discredit
660	none	none
661	none	none
662	misogyny	damning
663	misogyny	discredit
664	misogyny	discredit
665	misogyny	dominance
666	none	none
667	misogyny	threat of violence
668	misogyny	discredit
669	none	none
670	misogyny	discredit
671	misogyny	damning
672	misogyny	stereotyping & objectification
673	misogyny	discredit
674	misogyny	stereotyping & objectification
675	none	none
676	none	none
677	misogyny	damning
678	misogyny	discredit
679	misogyny	discredit
680	misogyny	discredit
681	misogyny	discredit
682	none	none
683	none	none
684	misogyny	dominance
685	misogyny	stereotyping & objectification
686	misogyny	discredit
687	misogyny	dominance
688	none	none
689	misogyny	discredit
690	misogyny	discredit
691	misogyny	discredit
692	misogyny	threat of violence
693	misogyny	damning
694	misogyny	discredit
695	none	none
696	misogyny	discredit
697	none	none
698	misogyny	discredit
699	none	none
700	misogyny	threat of violence
701	misogyny	derailing
702	none	none
703	misogyny	damning
704	misogyny	discredit
705	none	none
706	misogyny	threat of violence
707	none	none
708	misogyny	stereotyping & objectification
709	misogyny	damning
710	misogyny	discredit
711	misogyny	discredit
712	misogyny	discredit
713	misogyny	discredit
714	none	none
715	misogyny	discredit
716	none	none
717	none	none
718	misogyny	discredit
719	none	none
720	misogyny	threat of violence
721	misogyny	dominance
722	none	none
723	misogyny	discredit
724	misogyny	stereotyping & objectification
725	none	none
726	misogyny	discredit
727	misogyny	discredit
728	misogyny	stereotyping & objectification
729	misogyny	discredit
730	misogyny	discredit
731	misogyny	discredit
732	misogyny	discredit
733	misogyny	none
734	misogyny	discredit
735	misogyny	stereotyping & objectification
736	misogyny	sexual harassment
737	misogyny	discredit
738	misogyny	discredit
739	misogyny	dominance
740	misogyny	discredit
741	none	none
742	misogyny	discredit
743	misogyny	stereotyping & objectification
744	none	none
745	none	none
746	misogyny	discredit
747	none	none
748	none	none
749	misogyny	discredit
750	misogyny	discredit
751	misogyny	stereotyping & objectification
752	none	none
753	none	none
754	misogyny	damning
755	misogyny	threat of violence
756	none	none
757	misogyny	stereotyping & objectification
758	misogyny	discredit
759	misogyny	discredit
760	misogyny	discredit
761	misogyny	discredit
762	misogyny	discredit
763	misogyny	discredit
764	misogyny	discredit
765	none	none
766	none	none
767	misogyny	damning
768	misogyny	damning
769	misogyny	stereotyping & objectification
770	misogyny	discredit
771	misogyny	discredit
772	misogyny	threat of violence
773	none	none
774	misogyny	discredit
775	none	none
776	misogyny	discredit
777	misogyny	discredit
778	misogyny	discredit
779	none	none
780	misogyny	stereotyping & objectification
781	none	none
782	misogyny	stereotyping & objectification
783	misogyny	stereotyping & objectification
784	misogyny	discredit
785	none	none
786	misogyny	stereotyping & objectification
787	misogyny	discredit
788	none	none
789	misogyny	discredit
790	none	none
791	none	none
792	misogyny	stereotyping & objectification
793	misogyny	discredit
794	misogyny	derailing
795	misogyny	discredit
796	none	none
797	misogyny	discredit
798	none	none
799	misogyny	discredit
800	none	none
801	misogyny	discredit
802	none	none
803	misogyny	discredit
804	none	none
805	none	none
806	none	none
807	misogyny	discredit
808	misogyny	damning
809	misogyny	discredit
810	none	none
811	none	none
812	misogyny	discredit
813	misogyny	damning
814	none	none
815	none	none
816	none	none
817	misogyny	discredit
818	none	none
819	none	none
820	misogyny	dominance
821	misogyny	discredit
822	none	none
823	none	none
824	misogyny	stereotyping & objectification
825	misogyny	discredit
826	none	none
827	misogyny	discredit
828	none	none
829	none	none
830	none	none
831	misogyny	threat of violence
832	none	none
833	none	none
834	misogyny	discredit
835	misogyny	damning
836	misogyny	discredit
837	misogyny	discredit
838	misogyny	discredit
839	misogyny	stereotyping & objectification
840	misogyny	discredit
841	misogyny	dominance
842	misogyny	damning
843	none	none
844	misogyny	stereotyping & objectification
845	misogyny	derailing
846	none	none
847	none	none
848	misogyny	discredit
849	misogyny	discredit
850	misogyny	discredit
851	misogyny	discredit
852	none	none
853	misogyny	discredit
854	misogyny	damning
855	misogyny	discredit
856	misogyny	discredit
857	misogyny	dominance
858	misogyny	damning
859	misogyny	discredit
860	misogyny	damning
861	misogyny	discredit
862	none	none
863	misogyny	damning
864	misogyny	damning
865	none	none
866	none	none
867	misogyny	discredit
868	misogyny	damning
869	none	none
870	misogyny	discredit
871	none	none
872	misogyny	sexual harassment
873	misogyny	discredit
874	misogyny	discredit
875	misogyny	dominance
876	misogyny	stereotyping & objectification
877	misogyny	discredit
878	none	none
879	misogyny	damning
880	misogyny	threat of violence
881	none	none
882	misogyny	discredit
883	misogyny	stereotyping & objectification
884	none	none
885	misogyny	dominance
886	misogyny	damning
887	none	none
888	misogyny	discredit
889	none	none
890	misogyny	discredit
891	misogyny	discredit
892	misogyny	discredit
893	misogyny	damning
894	none	none
895	none	none
896	none	none
897	misogyny	discredit
898	misogyny	discredit
899	misogyny	stereotyping & objectification
900	misogyny	threat of violence
901	none	none
902	misogyny	discredit
903	misogyny	discredit
904	none	none
905	none	none
906	misogyny	discredit
907	misogyny	discredit
908	none	none
909	none	none
910	misogyny	stereotyping & objectification
911	none	none
912	none	none
913	misogyny	stereotyping & objectification
914	misogyny	discredit
915	misogyny	dominance
916	misogyny	damning
917	none	none
918	misogyny	discredit
919	none	none
920	none	none
921	misogyny	discredit
922	none	none
923	misogyny	damning
924	misogyny	discredit
925	none	none
926	misogyny	stereotyping & objectification
927	misogyny	damning
928	none	none
929	misogyny	stereotyping & objectification
930	misogyny	discredit
931	misogyny	stereotyping & objectification
932	misogyny	discredit
933	misogyny	discredit
934	misogyny	stereotyping & objectification
935	none	none
936	none	none
937	misogyny	damning
938	none	none
939	none	none
940	none	none
941	misogyny	discredit
942	none	none
943	none	none
944	misogyny	discredit
945	misogyny	stereotyping & objectification
946	none	none
947	misogyny	discredit
948	misogyny	discredit
949	misogyny	discredit
950	none	none
951	misogyny	damning
952	misogyny	stereotyping & objectification
953	misogyny	discredit
954	none	none
955	none	none
956	misogyny	dominance
957	misogyny	discredit
958	misogyny	damning
959	misogyny	derailing
960	none	none
961	none	none
962	misogyny	threat of violence
963	none	none
964	misogyny	discredit
965	none	none
966	none	none
967	misogyny	threat of violence
968	misogyny	discredit
969	none	none
970	none	none
971	none	none
972	none	none
973	none	none
974	none	none
975	none	none
976	none	none
977	none	none
978	none	none
979	none	none
980	misogyny	stereotyping & objectification
981	misogyny	discredit
982	misogyny	discredit
983	none	none
984	none	none
985	misogyny	damning
986	misogyny	discredit
987	misogyny	discredit
988	misogyny	damning
989	misogyny	discredit
990	misogyny	dominance
991	misogyny	discredit
992	none	none
993	none	none
994	misogyny	discredit
995	none	none
996	misogyny	discredit
997	misogyny	discredit
998	misogyny	derailing
999	none	none
1000	none	none
1001	misogyny	damning
1002	none	none
1003	none	none
1004	misogyny	damning
1005	misogyny	threat of violence
1006	none	none
1007	none	none
1008	misogyny	discredit
1009	none	none
1010	misogyny	discredit
1011	misogyny	discredit
1012	none	none
1013	misogyny	discredit
1014	misogyny	dominance
1015	none	none
1016	misogyny	discredit
1017	misogyny	discredit
1018	misogyny	stereotyping & objectification
1019	none	none
1020	none	none
1021	none	none
1022	misogyny	discredit
1023	none	none
1024	misogyny	discredit
1025	misogyny	discredit
1026	misogyny	discredit
1027	none	none
1028	misogyny	discredit
1029	misogyny	discredit
1030	misogyny	discredit
1031	misogyny	discredit
1032	none	none
1033	none	none
1034	none	none
1035	misogyny	discredit
1036	none	none
1037	none	none
1038	misogyny	discredit
1039	misogyny	damning
1040	none	none
1041	misogyny	discredit
1042	misogyny	threat of violence
1043	misogyny	discredit
1044	none	none
1045	misogyny	discredit
1046	misogyny	discredit
1047	misogyny	stereotyping & objectification
1048	misogyny	damning
1049	none	none
1050	misogyny	discredit
1051	none	none
1052	misogyny	discredit
1053	none	none
1054	misogyny	stereotyping & objectification
1055	misogyny	discredit
1056	none	none
1057	misogyny	discredit
1058	none	none
1059	none	none
1060	none	none
1061	none	none
1062	none	none
1063	misogyny	stereotyping & objectification
1064	misogyny	discredit
1065	none	none
1066	misogyny	discredit
1067	none	none
1068	misogyny	discredit
1069	misogyny	discredit
1070	misogyny	discredit
1071	none	none
1072	none	none
1073	none	none
1074	misogyny	discredit
1075	misogyny	discredit
1076	misogyny	discredit
1077	misogyny	discredit
1078	none	none
1079	none	none
1080	none	none
1081	none	none
1082	misogyny	discredit
1083	none	none
1084	misogyny	dominance
1085	misogyny	damning
1086	none	none
1087	misogyny	discredit
1088	none	none
1089	misogyny	discredit
1090	none	none
1091	misogyny	discredit
1092	misogyny	stereotyping & objectification
1093	misogyny	stereotyping & objectification
1094	none	none
1095	none	none
1096	none	none
1097	none	none
1098	misogyny	stereotyping & objectification
1099	misogyny	stereotyping & objectification
1100	misogyny	discredit
1101	none	none
1102	misogyny	derailing
1103	misogyny	discredit
1104	none	none
1105	misogyny	discredit
1106	misogyny	discredit
1107	misogyny	discredit
1108	misogyny	stereotyping & objectification
1109	misogyny	discredit
1110	misogyny	discredit
1111	misogyny	discredit
1112	none	none
1113	misogyny	discredit
1114	misogyny	discredit
1115	none	none
1116	misogyny	none
1117	none	none
1118	none	none
1119	misogyny	discredit
1120	misogyny	stereotyping & objectification
1121	misogyny	discredit
1122	none	none
1123	misogyny	discredit
1124	none	none
1125	none	none
1126	misogyny	discredit
1127	misogyny	discredit
1128	misogyny	dominance
1129	misogyny	stereotyping & objectification
1130	none	none
1131	none	none
1132	misogyny	none
1133	misogyny	discredit
1134	misogyny	discredit
1135	misogyny	damning
1136	none	none
1137	none	none
1138	misogyny	stereotyping & objectification
1139	none	none
1140	misogyny	threat of violence
1141	misogyny	discredit
1142	misogyny	discredit
1143	none	none
1144	misogyny	discredit
1145	none	none
1146	misogyny	discredit
1147	none	none
1148	misogyny	damning
1149	misogyny	damning
1150	none	none
1151	misogyny	discredit
1152	misogyny	discredit
1153	misogyny	damning
1154	misogyny	discredit
1155	none	none
1156	misogyny	discredit
1157	misogyny	stereotyping & objectification
1158	none	none
1159	misogyny	discredit
1160	misogyny	stereotyping & objectification
1161	misogyny	discredit
1162	none	none
1163	misogyny	discredit
1164	none	none
1165	none	none
1166	misogyny	discredit
1167	none	none
1168	none	none
1169	misogyny	derailing
1170	misogyny	discredit
1171	misogyny	discredit
1172	misogyny	discredit
1173	misogyny	damning
1174	none	none
1175	misogyny	stereotyping & objectification
1176	none	none
1177	none	none
1178	misogyny	stereotyping & objectification
1179	none	none
1180	none	none
1181	none	none
1182	misogyny	stereotyping & objectification
1183	misogyny	stereotyping & objectification
1184	misogyny	discredit
1185	misogyny	discredit
1186	none	none
1187	misogyny	damning
1188	misogyny	stereotyping & objectification
1189	none	none
1190	misogyny	discredit
1191	misogyny	discredit
1192	none	none
1193	misogyny	discredit
1194	misogyny	discredit
1195	misogyny	dominance
1196	misogyny	discredit
1197	none	none
1198	misogyny	discredit
1199	misogyny	damning
1200	misogyny	discredit
1201	none	none
1202	misogyny	discredit
1203	misogyny	stereotyping & objectification
1204	misogyny	discredit
1205	misogyny	discredit
1206	misogyny	damning
1207	misogyny	discredit
1208	misogyny	discredit
1209	misogyny	discredit
1210	none	none
1211	misogyny	damning
1212	none	none
1213	misogyny	damning
1214	misogyny	discredit
1215	misogyny	discredit
1216	none	none
1217	none	none
1218	misogyny	damning
1219	none	none
1220	misogyny	discredit
1221	none	none
1222	misogyny	discredit
1223	misogyny	discredit
1224	none	none
1225	misogyny	discredit
1226	misogyny	discredit
1227	none	none
1228	none	none
1229	misogyny	discredit
1230	none	none
1231	none	none
1232	misogyny	discredit
1233	none	none
1234	none	none
1235	misogyny	damning
1236	none	none
1237	none	none
1238	misogyny	discredit
1239	misogyny	dominance
1240	none	none
1241	misogyny	damning
1242	none	none
1243	none	none
1244	none	none
1245	misogyny	discredit
1246	misogyny	discredit
1247	misogyny	discredit
1248	none	none
1249	misogyny	discredit
1250	none	none
1251	misogyny	discredit
1252	misogyny	discredit
1253	misogyny	discredit
1254	misogyny	discredit
1255	misogyny	discredit
1256	none	none
1257	misogyny	discredit
1258	misogyny	stereotyping & objectification
1259	misogyny	discredit
1260	misogyny	discredit
1261	none	none
1262	misogyny	derailing
1263	misogyny	discredit
1264	misogyny	damning
1265	none	none
1266	misogyny	discredit
1267	misogyny	discredit
1268	misogyny	discredit
1269	none	none
1270	none	none
1271	misogyny	discredit
1272	misogyny	discredit
1273	misogyny	discredit
1274	misogyny	discredit
1275	none	none
1276	none	none
1277	misogyny	discredit
1278	misogyny	discredit
1279	misogyny	discredit
1280	misogyny	discredit
1281	none	none
1282	misogyny	discredit
1283	misogyny	dominance
1284	misogyny	discredit
1285	misogyny	discredit
1286	misogyny	damning
1287	misogyny	derailing
1288	misogyny	dominance
1289	misogyny	discredit
1290	misogyny	discredit
1291	misogyny	dominance
1292	none	none
1293	none	none
1294	none	none
1295	misogyny	discredit
1296	none	none
1297	misogyny	discredit
1298	none	none
1299	none	none
1300	none	none
1301	misogyny	discredit
1302	misogyny	stereotyping & objectification
1303	misogyny	discredit
1304	none	none
1305	misogyny	discredit
1306	misogyny	discredit
1307	none	none
1308	misogyny	damning
1309	none	none
1310	misogyny	discredit
1311	none	none
1312	misogyny	discredit
1313	none	none
1314	misogyny	damning
1315	none	none
1316	misogyny	discredit
1317	none	none
1318	misogyny	discredit
1319	none	none
1320	misogyny	discredit
1321	none	none
1322	none	none
1323	misogyny	discredit
1324	none	none
1325	misogyny	stereotyping & objectification
1326	misogyny	discredit
1327	misogyny	stereotyping & objectification
1328	none	none
1329	misogyny	discredit
1330	misogyny	damning
1331	misogyny	discredit
1332	misogyny	discredit
1333	misogyny	stereotyping & objectification
1334	none	none
1335	misogyny	damning
1336	misogyny	discredit
1337	misogyny	discredit
1338	none	none
1339	misogyny	discredit
1340	misogyny	damning
1341	misogyny	discredit
1342	misogyny	discredit
1343	misogyny	discredit
1344	none	none
1345	none	none
1346	misogyny	discredit
1347	none	none
1348	none	none
1349	misogyny	stereotyping & objectification
1350	none	none
1351	none	none
1352	misogyny	damning
1353	misogyny	discredit
1354	none	none
1355	misogyny	threat of violence
1356	none	none
1357	none	none
1358	none	none
1359	misogyny	threat of violence
1360	misogyny	discredit
1361	misogyny	threat of violence
1362	misogyny	none
1363	misogyny	discredit
1364	misogyny	discredit
1365	misogyny	stereotyping & objectification
1366	misogyny	stereotyping & objectification
1367	misogyny	discredit
1368	misogyny	discredit
1369	misogyny	discredit
1370	misogyny	dominance
1371	none	none
1372	none	none
1373	misogyny	discredit
1374	none	none
1375	misogyny	discredit
1376	none	none
1377	misogyny	discredit
1378	misogyny	discredit
1379	misogyny	discredit
1380	misogyny	threat of violence
1381	none	none
1382	misogyny	stereotyping & objectification
1383	none	none
1384	misogyny	discredit
1385	misogyny	stereotyping & objectification
1386	misogyny	discredit
1387	none	none
1388	misogyny	discredit
1389	misogyny	discredit
1390	misogyny	discredit
1391	none	none
1392	misogyny	discredit
1393	misogyny	discredit
1394	misogyny	damning
1395	none	none
1396	none	none
1397	none	none
1398	misogyny	discredit
1399	misogyny	discredit
1400	misogyny	discredit
1401	none	none
1402	misogyny	discredit
1403	misogyny	discredit
